item_id,order_id,product_id,quantity,unit_price,discount_percent
678,470,85,1,7833.0,32.5
679,1465,102,4,6876.92,86.3
680,1373,93,8,7249.52,84.3
681,1269,56,5,4300.72,81.9
682,494,32,8,223.0,68.6
683,1187,109,3,4148.69,25.5
684,982,27,3,4830.92,30.6
685,1107,98,5,2104.97,23.3
686,488,146,5,1709.51,55.7
687,1161,54,2,5203.96,55.0
688,240,4,3,490.07,57.8
689,62,131,3,228.59,69.2
690,127,61,8,4427.15,81.8
691,863,141,5,5165.11,8.5
692,407,5,3,6944.2,58.9
693,1205,98,8,1540.8,37.0
694,551,24,8,7233.22,4.6
695,461,73,-2,7337.51,29.9
696,962,11,1,894.52,61.4
697,1487,146,1,1637.71,42.0
698,1302,145,7,6300.8,52.8
699,1212,110,2,5317.25,48.5
700,179,34,3,4597.86,89.7
701,383,98,7,2932.2,84.9
702,150,119,1,6852.77,76.1
703,283,125,6,7662.96,46.1
704,189,106,5,689.56,54.2
705,921,14,7,1498.51,14.1
706,93,82,5,7338.36,10.5
707,1455,148,7,6774.88,14.2
708,109,118,1,5093.73,22.0
709,672,72,3,6796.18,47.0
710,927,62,1,5250.4,91.2
711,987,17,2,3176.94,93.4
712,3,46,1,5167.7,75.3
713,743,59,8,6548.62,8.6
714,31,2,8,1676.92,3.3
715,671,76,8,7905.0,8.7
716,845,89,4,4583.15,46.8
717,1477,132,3,3830.52,11.6
718,73,67,3,2555.75,53.8
719,608,55,6,4535.69,61.1
720,831,70,6,7062.34,24.2
721,1110,129,7,1630.67,54.8
722,611,104,4,2611.56,22.8
723,920,86,3,519.28,81.6
724,683,84,6,1359.7,56.5
725,171,26,2,2544.84,2.8
726,912,100,8,848.56,98.6
727,549,22,1,5107.38,40.6
728,732,16,3,5368.21,18.2
729,1474,47,1,6518.4,91.9
730,579,12,6,5522.51,26.0
731,1209,94,8,1610.98,12.9
732,443,78,1,6650.95,4.8
733,94,130,1,1036.29,27.7
734,1261,45,5,5052.2,91.0
735,69,16,6,7283.49,68.6
736,1122,16,7,4663.11,64.4
737,547,33,2,3872.26,4.4
738,6,101,4,2382.91,58.1
739,23,19,8,6787.44,33.4
740,377,95,8,2115.32,89.9
741,196,18,1,4624.19,77.9
742,12,139,1,414.69,89.5
743,279,2,7,1296.59,90.3
744,1113,116,5,7804.68,91.2
745,96,60,6,793.04,59.3
746,383,20,4,1515.53,0.8
747,332,58,5,294.85,122.8
748,723,135,1,7663.74,9.9
749,1031,112,2,5810.04,68.6
750,964,43,4,4449.75,73.0
751,1433,56,2,5699.75,75.0
752,566,85,2,7546.58,50.9
753,364,142,5,7963.89,13.8%
754,517,23,4,5039.65,83.9
755,136,108,5,5273.19,73.1
756,1299,54,6,5638.7,67.3
757,261,27,1,1279.21,85.2
758,834,65,4,7198.24,75.9
759,936,118,7,6616.54,34.4
760,1226,23,6,4927.73,22.4
761,326,95,7,7828.41,7.4
762,793,101,4,2183.0,84.2
763,832,143,3,6962.21,93.9
764,479,101,6,7760.73,39.3
765,522,77,3,3210.36,36.2
766,854,89,1,7839.6,68.5
767,241,23,1,1421.47,19.0
768,1137,83,5,6308.06,66.5
769,1217,26,5,4166.03,51.3
770,540,57,7,2557.97,82.1
771,383,94,4,7110.16,72.0
772,159,21,1,2039.63,94.9
773,1491,100,6,3304.78,37.4
774,1302,86,5,3270.88,71.2
775,1218,129,4,3028.68,47.2
776,1097,3,7,1748.11,28.0
777,1221,37,6,7344.81,30.6
778,28,117,6,3112.17,30.2
779,586,14,5,5767.5,98.7
780,649,80,5,2057.72,89.7
781,1395,5,4,4575.91,22.0
782,247,21,1,1063.66,94.0
783,1348,72,6,7337.59,55.7
784,100,29,3,6400.33,26.0
785,700,38,8,6970.58,93.4
786,7,29,4,1143.25,43.0
787,1100,17,5,468.47,76.3
788,1398,46,1,5227.71,65.8
789,465,147,3,3758.61,84.7
790,72,51,2,3244.17,80.6
791,1231,48,2,2873.41,15.4
792,437,61,8,5781.18,96.6
793,1246,45,3,6189.78,44.3
794,265,59,1,5560.4,82.8
795,94,131,7,7778.74,47.0
796,80,26,3,7680.91,76.4
797,1144,144,1,888.24,64.5
798,1094,67,3,3994.66,79.4
799,1415,40,7,6054.64,13.1
800,709,144,3,4116.03,63.5
801,773,47,3,5514.09,86.0
802,502,18,6,7211.72,24.2
803,646,59,2,5501.03,49.2
804,822,15,5,2659.28,1.4
805,976,12,5,6642.56,47.4
806,1476,69,6,6414.33,93.7
807,1181,97,2,5418.52,33.0
