order_id,customer_id,order_date,status,region_code
250,,2023-01-05 06:04:48,PLACED,CENTRAL
251,93,2025-11-05 06:56:43,PLACED,NORTH
252,468,2024-02-02 12:20:56,SHIPPED,WEST
253,179,2023-03-19 19:07:30,CANCELLED,EAST
254,119,2025-11-17 07:41:06,DELIVERED,NORTH
255,175,2023-01-16 00:36:37,CANCELLED,CENTRAL
256,96,2024-02-21 19:17:57,SHIPPED,NORTH
257,468,2024-09-14 14:04:07,DELIVERED,WEST
258,171,2024-10-17 03:36:00,DELIVERED,NORTH
259,495,2023-09-05 14:41:28,DELIVERED,SOUTH
260,368,2025-08-07 15:46:45,CANCELLED,SOUTH
261,116,2025-01-20 10:30:53,DELIVERED,NORTH
262,13,2024-02-11 09:38:04,DELIVERED,CENTRAL
263,347,2025-05-27 17:10:57,DELIVERED,CENTRAL
264,255,2023-05-28 22:53:03,DELIVERED,WEST
265,572,2023-08-19 22:14:22,DELIVERED,NORTH
266,518,2025-09-26 11:38:33,CANCELLED,SOUTH
267,329,2023-04-27 07:10:42,RETURNED,NORTH
268,388,2025-02-26 11:41:43,SHIPPED,WEST
269,459,2024-11-21 00:33:41,DELIVERED,EAST
270,19,2023-07-04 09:42:43,DELIVERED,CENTRAL
271,,2025-05-02 23:53:12,DELIVERED,CENTRAL
272,521,2025-09-17 09:08:38,DELIVERED,WEST
273,56,2024-06-13 11:57:56,CANCELLED,EAST
274,485,2025-05-20 03:56:13,DELIVERED,WEST
275,228,27-06-2023,DELIVERED,EAST
276,109,30-04-2025,SHIPPED,SOUTH
277,201,2024-09-27 16:28:58,RETURNED,WEST
278,196,2023-12-01 21:45:33,PLACED,WEST
279,127,2023-03-14 05:39:32,DELIVERED,CENTRAL
280,511,22-02-2025,DELIVERED,CENTRAL
281,495,2024-11-03 08:20:25,DELIVERED,SOUTH
282,132,2025-12-10 16:50:01,DELIVERED,CENTRAL
283,394,2024-05-14 23:12:18,DELIVERED,SOUTH
284,352,2024-03-01 00:23:37,DELIVERED,SOUTH
285,525,2023-08-03 15:43:26,DELIVERED,EAST
286,206,2025-05-09 23:00:59,DELIVERED,EAST
287,183,2025-11-10 11:54:32,DELIVERED,EAST
288,576,2023-06-29 06:37:10,DELIVERED,WEST
289,547,2025-11-13 09:37:08,CANCELLED,NORTH
290,391,2025-03-23 00:47:11,DELIVERED,SOUTH
291,165,2024-02-19 17:40:16,DELIVERED,SOUTH
292,303,2023-04-07 08:45:04,DELIVERED,EAST
293,576,2024-12-04 01:56:46,DELIVERED,CENTRAL
294,295,2024-08-27 02:44:44,PLACED,WEST
295,321,2024-08-25 01:05:04,PLACED,EAST
296,454,2023-11-12 11:38:25,RETURNED,EAST
297,202,2025-07-03 00:35:43,RETURNED,EAST
298,77,2024-11-28 05:01:59,SHIPPED,CENTRAL
299,439,2023-07-05 09:49:57,SHIPPED,SOUTH
300,6,2025-06-26 04:34:41,DELIVERED,SOUTH
301,331,2023-03-04 01:05:35,DELIVERED,CENTRAL
302,587,2025-10-25 05:03:20,PLACED,EAST
303,189,2025-03-27 04:08:52,DELIVERED,SOUTH
304,414,2024-10-08 03:02:26,SHIPPED,SOUTH
305,370,2025-10-27 10:54:06,RETURNED,CENTRAL
306,575,2025-04-04 02:25:56,RETURNED,NORTH
307,457,2023-06-28 05:08:39,DELIVERED,CENTRAL
308,329,2024-01-14 18:32:07,DELIVERED,NORTH
309,290,22-08-2024,DELIVERED,EAST
310,457,2025-03-09 22:49:53,SHIPPED,SOUTH
311,99,2024-05-12 14:07:30,RETURNED,CENTRAL
312,,08-04-2025,DELIVERED,SOUTH
313,107,2025-11-30 17:45:26,CANCELLED,WEST
314,74,2025-10-01 09:32:49,SHIPPED,WEST
315,,30-05-2024,SHIPPED,EAST
316,234,2025-05-16 22:53:14,DELIVERED,WEST
317,324,06-09-2025,DELIVERED,CENTRAL
318,65,2023-01-10 03:55:40,DELIVERED,NORTH
319,109,2024-07-09 16:01:39,DELIVERED,CENTRAL
320,449,2023-05-15 09:08:54,CANCELLED,NORTH
321,226,2025-01-06 07:32:29,DELIVERED,CENTRAL
322,148,2024-04-03 05:35:39,CANCELLED,EAST
323,569,2023-01-18 07:42:35,PLACED,CENTRAL
324,561,2025-07-15 20:54:23,SHIPPED,EAST
325,525,2023-11-25 22:07:31,SHIPPED,CENTRAL
326,186,2024-01-28 14:53:47,DELIVERED,NORTH
327,563,02-05-2025,DELIVERED,EAST
328,595,2023-06-02 13:15:03,SHIPPED,SOUTH
329,103,2025-11-08 19:42:45,PLACED,SOUTH
330,337,2024-05-08 15:55:06,SHIPPED,CENTRAL
331,374,2023-08-25 17:41:45,RETURNED,SOUTH
332,227,2023-01-08 12:08:44,DELIVERED,EAST
333,340,2024-07-12 10:36:34,DELIVERED,EAST
334,112,2024-04-19 12:48:50,DELIVERED,EAST
335,202,2023-08-06 11:38:25,CANCELLED,NORTH
336,520,2023-04-28 03:06:50,CANCELLED,CENTRAL
337,218,2024-09-21 08:30:27,DELIVERED,CENTRAL
338,153,2025-04-18 08:37:16,SHIPPED,CENTRAL
339,514,2024-03-28 01:14:06,DELIVERED,CENTRAL
340,170,2023-01-17 10:53:11,PLACED,SOUTH
341,580,2023-10-06 07:00:59,RETURNED,WEST
342,,2024-07-11 08:52:02,SHIPPED,EAST
343,212,2024-07-27 21:32:31,DELIVERED,WEST
344,48,30-12-2024,DELIVERED,NORTH
345,281,2025-12-29 05:11:20,SHIPPED,CENTRAL
346,388,2025-06-04 17:06:40,DELIVERED,NORTH
347,229,2025-03-13 14:35:20,DELIVERED,EAST
348,7,2025-01-26 07:30:52,PLACED,SOUTH
349,288,2023-12-24 06:40:38,SHIPPED,EAST
350,122,2025-07-24 04:56:33,DELIVERED,EAST
351,491,2023-06-26 01:34:22,DELIVERED,WEST
352,131,2023-02-04 20:50:56,SHIPPED,CENTRAL
353,151,02-03-2023,SHIPPED,SOUTH
354,578,2025-03-13 13:45:39,CANCELLED,EAST
355,483,2023-05-14 04:56:09,SHIPPED,WEST
356,597,2025-07-22 08:53:27,SHIPPED,CENTRAL
357,351,2024-02-15 22:02:47,DELIVERED,NORTH
358,136,2023-12-24 00:04:44,SHIPPED,CENTRAL
359,154,2025-11-29 03:04:55,SHIPPED,CENTRAL
360,,2025-07-20 18:40:45,DELIVERED,NORTH
361,134,2023-05-25 18:22:25,DELIVERED,NORTH
362,535,2025-11-20 02:31:35,CANCELLED,CENTRAL
363,494,2024-10-28 08:38:55,DELIVERED,CENTRAL
364,436,2025-12-18 07:08:31,DELIVERED,SOUTH
365,557,2023-05-11 04:56:45,SHIPPED,NORTH
366,533,16-06-2025,DELIVERED,EAST
367,159,2024-09-27 02:50:57,DELIVERED,EAST
368,375,2025-04-12 19:26:20,RETURNED,WEST
369,571,2023-11-13 10:15:00,DELIVERED,CENTRAL
370,315,2025-01-21 11:53:09,DELIVERED,WEST
371,122,2023-08-03 11:34:02,DELIVERED,SOUTH
372,411,2023-06-05 18:39:28,CANCELLED,CENTRAL
373,54,2025-12-18 20:11:01,RETURNED,NORTH
374,483,2023-05-22 12:01:42,DELIVERED,NORTH
375,82,2024-02-13 16:46:50,DELIVERED,WEST
376,294,2025-08-11 18:17:46,DELIVERED,SOUTH
377,11,2025-09-21 15:47:25,DELIVERED,CENTRAL
378,523,2024-03-20 07:05:44,SHIPPED,SOUTH
379,,2025-11-13 01:27:01,PLACED,SOUTH
380,410,2023-05-15 21:44:04,DELIVERED,CENTRAL
381,71,2023-11-08 04:06:44,DELIVERED,CENTRAL
382,284,2025-06-24 13:17:44,RETURNED,WEST
383,268,2024-09-19 12:35:19,DELIVERED,CENTRAL
384,349,2023-04-23 10:44:40,CANCELLED,EAST
385,589,2025-04-15 14:29:30,DELIVERED,WEST
386,250,2025-05-24 20:26:50,RETURNED,WEST
387,29,2025-11-24 19:41:28,SHIPPED,WEST
388,226,2025-09-11 08:37:26,SHIPPED,EAST
389,529,2024-10-02 16:21:16,DELIVERED,EAST
390,409,2024-01-21 15:42:52,CANCELLED,NORTH
391,488,2025-05-11 11:10:42,SHIPPED,CENTRAL
392,195,2024-02-22 23:52:20,SHIPPED,SOUTH
393,208,2024-02-17 07:01:46,CANCELLED,EAST
394,123,2023-08-31 07:56:10,DELIVERED,WEST
395,,2025-08-11 13:07:42,RETURNED,WEST
396,505,2024-07-30 15:12:35,CANCELLED,CENTRAL
397,524,2024-03-02 18:47:23,SHIPPED,CENTRAL
398,434,2023-07-19 05:21:20,DELIVERED,CENTRAL
399,179,2024-06-23 11:52:15,PLACED,CENTRAL
400,9,15-12-2024,SHIPPED,CENTRAL
401,266,2023-06-06 12:09:04,SHIPPED,EAST
402,352,2025-01-02 05:01:43,DELIVERED,SOUTH
403,382,2024-10-13 00:55:02,DELIVERED,WEST
404,590,2023-10-07 10:45:23,CANCELLED,EAST
405,391,2024-01-02 07:27:14,CANCELLED,SOUTH
406,181,2025-01-04 18:14:03,PLACED,CENTRAL
407,499,2025-04-09 12:18:49,DELIVERED,CENTRAL
408,168,16-03-2023,CANCELLED,WEST
409,343,2025-09-05 10:57:55,DELIVERED,CENTRAL
410,422,2024-02-05 08:18:18,CANCELLED,CENTRAL
411,552,2023-11-06 01:41:45,DELIVERED,EAST
412,500,2024-05-20 00:14:39,DELIVERED,NORTH
413,475,2024-08-14 23:21:23,PLACED,SOUTH
414,346,2025-09-22 02:34:39,DELIVERED,WEST
415,352,2023-04-21 19:54:00,SHIPPED,EAST
416,405,2024-02-20 12:05:36,DELIVERED,EAST
417,462,2025-06-30 17:57:18,SHIPPED,NORTH
418,258,2023-07-14 05:49:32,DELIVERED,NORTH
419,106,2023-11-24 02:40:27,RETURNED,WEST
420,407,2025-05-01 23:05:31,RETURNED,NORTH
421,87,2024-02-12 16:55:46,CANCELLED,EAST
422,291,2023-12-23 07:00:35,PLACED,CENTRAL
423,,2023-09-23 00:43:36,CANCELLED,EAST
424,554,2025-01-09 16:20:07,DELIVERED,SOUTH
425,468,2025-12-19 17:15:57,DELIVERED,CENTRAL
426,547,2024-11-06 17:07:54,SHIPPED,CENTRAL
427,453,2023-12-19 19:57:43,DELIVERED,SOUTH
428,,2024-04-16 14:01:07,DELIVERED,SOUTH
429,548,18-06-2024,RETURNED,WEST
430,,2024-04-10 10:17:23,SHIPPED,SOUTH
431,194,2023-01-12 05:06:21,DELIVERED,WEST
432,400,2024-01-24 04:48:09,SHIPPED,NORTH
433,530,2024-10-17 22:13:30,RETURNED,EAST
434,545,2024-03-18 05:31:20,DELIVERED,NORTH
435,114,2023-10-11 08:37:57,DELIVERED,EAST
436,193,2025-12-24 03:30:40,SHIPPED,CENTRAL
437,105,2023-02-04 09:05:57,PLACED,WEST
438,155,13-01-2023,SHIPPED,WEST
439,511,2024-04-29 00:25:14,DELIVERED,NORTH
440,150,28-05-2024,DELIVERED,NORTH
441,197,2025-04-23 19:39:49,SHIPPED,WEST
442,255,2023-01-20 14:20:22,RETURNED,SOUTH
443,97,2023-02-22 01:21:15,RETURNED,WEST
444,320,2024-08-27 11:33:19,SHIPPED,NORTH
445,260,2025-05-03 17:49:31,SHIPPED,EAST
446,224,2023-03-22 21:57:47,SHIPPED,WEST
447,,2024-05-19 02:44:23,DELIVERED,WEST
448,,13-01-2024,DELIVERED,WEST
449,381,2025-12-05 09:39:21,SHIPPED,WEST
450,347,2023-05-22 23:41:48,RETURNED,NORTH
451,158,2023-04-03 20:34:42,DELIVERED,SOUTH
452,572,2025-01-27 20:06:03,DELIVERED,WEST
453,,2023-10-27 18:16:04,DELIVERED,EAST
454,449,2023-03-03 08:14:22,DELIVERED,WEST
455,557,2023-10-22 19:21:21,DELIVERED,EAST
456,568,2025-07-19 00:24:21,DELIVERED,WEST
457,555,2024-04-04 07:28:32,PLACED,CENTRAL
458,20,2024-08-11 19:46:06,DELIVERED,CENTRAL
459,65,2024-01-06 22:36:29,DELIVERED,WEST
460,510,2023-10-22 22:50:46,SHIPPED,EAST
461,330,2024-05-16 03:24:04,DELIVERED,NORTH
462,133,2023-03-10 00:08:04,PLACED,NORTH
463,33,2025-01-23 23:54:57,CANCELLED,WEST
464,263,27-03-2025,SHIPPED,NORTH
465,214,2023-01-21 07:53:07,RETURNED,NORTH
466,63,2024-12-28 02:30:34,DELIVERED,WEST
467,60,2024-07-27 07:52:35,SHIPPED,NORTH
468,80,2023-04-20 08:15:34,RETURNED,NORTH
469,545,2023-06-07 05:56:45,SHIPPED,SOUTH
470,184,2025-06-04 12:10:18,DELIVERED,NORTH
471,470,2025-09-19 01:38:22,DELIVERED,NORTH
472,564,2023-09-17 03:06:07,SHIPPED,SOUTH
473,454,2025-04-09 09:15:08,RETURNED,CENTRAL
474,423,2024-05-19 07:58:56,DELIVERED,EAST
475,559,2025-08-03 03:17:40,DELIVERED,EAST
476,459,2024-07-13 06:05:28,PLACED,NORTH
477,531,2024-03-17 22:15:50,CANCELLED,NORTH
478,220,2024-04-11 13:15:41,PLACED,EAST
479,585,2025-05-10 02:03:30,SHIPPED,NORTH
480,142,2024-12-16 03:49:49,CANCELLED,SOUTH
481,308,2023-12-28 22:39:05,DELIVERED,SOUTH
482,495,2023-04-30 22:16:58,CANCELLED,CENTRAL
483,308,29-05-2023,CANCELLED,WEST
484,343,2023-05-02 21:50:57,CANCELLED,WEST
485,233,2023-07-07 06:04:35,CANCELLED,NORTH
486,392,11-09-2025,DELIVERED,EAST
487,335,2025-04-18 18:02:21,SHIPPED,NORTH
488,403,2025-11-12 10:56:31,DELIVERED,CENTRAL
489,443,2025-02-23 01:40:26,DELIVERED,SOUTH
490,586,2024-06-06 05:15:29,DELIVERED,EAST
491,445,2023-05-13 03:58:28,PLACED,SOUTH
