order_id,customer_id,order_date,status,region_code,customer_id_missing,is_future_dated
41,185,2025-07-08 23:49:26,DELIVERED,WEST,False,False
42,299,2023-11-22 16:15:31,PLACED,WEST,False,False
43,311,2025-11-11 10:25:31,DELIVERED,WEST,False,False
44,491,2024-08-08 15:14:11,DELIVERED,WEST,False,False
45,,2025-04-24 12:33:44,DELIVERED,CENTRAL,True,False
46,88,2025-07-11 11:12:43,SHIPPED,EAST,False,False
47,46,2023-09-16 09:32:54,DELIVERED,WEST,False,False
48,441,2024-05-30 02:49:15,PLACED,SOUTH,False,False
49,572,2025-03-04 07:23:24,DELIVERED,WEST,False,False
50,513,2024-08-04 04:11:18,RETURNED,WEST,False,False
51,88,2023-06-12 09:52:57,RETURNED,SOUTH,False,False
52,467,2024-06-25 02:38:00,DELIVERED,EAST,False,False
53,464,2025-01-09 16:37:33,SHIPPED,NORTH,False,False
54,112,2023-02-05 02:02:02,SHIPPED,SOUTH,False,False
55,164,2025-03-12 13:38:49,DELIVERED,WEST,False,False
56,189,2023-12-27 04:12:04,DELIVERED,WEST,False,False
57,203,2023-02-15 08:22:00,DELIVERED,NORTH,False,False
58,286,2025-12-30 18:26:53,CANCELLED,NORTH,False,False
59,550,2025-06-15 21:05:24,SHIPPED,WEST,False,False
60,502,2023-06-27 00:32:57,DELIVERED,CENTRAL,False,False
61,117,2024-08-26 17:31:18,CANCELLED,CENTRAL,False,False
62,305,2023-09-26 00:17:30,DELIVERED,SOUTH,False,False
63,313,2024-05-01 12:24:39,DELIVERED,SOUTH,False,False
64,142,2025-03-04 12:55:53,DELIVERED,WEST,False,False
65,178,2025-09-14 05:13:06,DELIVERED,SOUTH,False,False
66,462,2023-10-18 15:32:26,CANCELLED,NORTH,False,False
67,394,2025-01-22 19:31:48,DELIVERED,WEST,False,False
68,426,2024-09-27 13:38:02,DELIVERED,SOUTH,False,False
69,226,2023-05-09 10:11:03,SHIPPED,CENTRAL,False,False
70,469,2024-03-24 10:24:33,DELIVERED,WEST,False,False
71,587,2025-05-03 23:16:39,DELIVERED,EAST,False,False
72,43,2025-04-22 00:50:30,DELIVERED,SOUTH,False,False
73,254,2024-10-22 10:54:56,RETURNED,WEST,False,False
74,90,2024-02-13 06:27:42,RETURNED,SOUTH,False,False
75,360,2023-11-23 00:49:30,DELIVERED,WEST,False,False
76,212,2023-09-15 20:14:35,CANCELLED,CENTRAL,False,False
77,552,2024-06-28 23:20:56,RETURNED,EAST,False,False
78,527,2024-03-25 11:07:30,DELIVERED,NORTH,False,False
79,422,2023-07-30 15:07:14,RETURNED,SOUTH,False,False
80,256,2025-12-25 15:04:34,SHIPPED,SOUTH,False,False
81,146,2025-11-16 11:51:05,SHIPPED,WEST,False,False
82,96,2024-08-05 19:26:17,DELIVERED,EAST,False,False
83,336,2024-12-07 08:16:56,CANCELLED,NORTH,False,False
84,367,2024-12-13 04:13:37,DELIVERED,WEST,False,False
85,217,2023-12-05 09:17:18,SHIPPED,EAST,False,False
86,134,2024-06-08 16:25:29,DELIVERED,EAST,False,False
87,48,2025-11-26 07:22:48,DELIVERED,WEST,False,False
88,162,2023-01-26 07:00:46,PLACED,WEST,False,False
89,136,2023-11-11 06:58:09,SHIPPED,EAST,False,False
90,257,2023-05-25 23:58:00,DELIVERED,SOUTH,False,False
91,313,2023-03-22 10:46:10,DELIVERED,WEST,False,False
92,98,2025-10-15 00:00:00,DELIVERED,SOUTH,False,False
93,456,2025-07-11 00:00:00,DELIVERED,NORTH,False,False
94,490,2024-10-18 00:00:00,DELIVERED,NORTH,False,False
95,307,2023-06-10 07:37:55,DELIVERED,SOUTH,False,False
96,147,2025-09-23 00:00:00,DELIVERED,CENTRAL,False,False
97,360,2025-10-06 18:30:36,DELIVERED,SOUTH,False,False
98,454,2024-10-01 13:39:26,PLACED,NORTH,False,False
99,394,2023-08-06 12:04:05,DELIVERED,SOUTH,False,False
100,87,2024-01-20 22:08:44,DELIVERED,CENTRAL,False,False
101,28,2024-03-18 14:37:03,DELIVERED,EAST,False,False
102,522,2023-11-16 03:34:17,DELIVERED,NORTH,False,False
103,116,2024-01-07 19:16:55,DELIVERED,NORTH,False,False
104,13,2025-03-31 15:56:53,RETURNED,SOUTH,False,False
105,583,2024-08-23 22:22:30,DELIVERED,SOUTH,False,False
106,75,2025-01-01 00:00:00,PLACED,EAST,False,False
107,,2023-12-02 00:00:00,DELIVERED,CENTRAL,True,False
108,514,2024-03-21 01:02:21,DELIVERED,WEST,False,False
109,551,2023-05-09 01:07:53,SHIPPED,EAST,False,False
110,209,2023-05-03 18:08:14,SHIPPED,EAST,False,False
111,68,2024-08-29 23:31:34,DELIVERED,SOUTH,False,False
112,445,2023-03-31 22:53:24,DELIVERED,NORTH,False,False
113,180,2024-04-25 11:10:09,DELIVERED,NORTH,False,False
114,356,2023-09-12 12:07:23,DELIVERED,EAST,False,False
115,276,2023-09-17 08:49:48,PLACED,NORTH,False,False
116,279,2024-06-04 10:06:58,SHIPPED,CENTRAL,False,False
117,467,2025-09-01 20:07:11,PLACED,CENTRAL,False,False
118,262,2023-09-17 05:47:21,CANCELLED,NORTH,False,False
119,3,2023-12-21 00:00:00,CANCELLED,SOUTH,False,False
120,393,2023-03-13 10:18:56,SHIPPED,NORTH,False,False
121,430,2025-05-08 20:17:35,SHIPPED,EAST,False,False
122,586,2024-02-26 09:13:46,DELIVERED,NORTH,False,False
123,529,2023-10-06 14:26:31,RETURNED,NORTH,False,False
124,319,2024-12-23 11:58:03,DELIVERED,NORTH,False,False
125,578,2024-07-27 02:18:38,DELIVERED,SOUTH,False,False
126,506,2024-12-21 16:26:26,DELIVERED,CENTRAL,False,False
127,420,2024-01-16 00:00:00,DELIVERED,NORTH,False,False
128,,2024-06-04 10:21:10,CANCELLED,EAST,True,False
129,244,2023-06-11 11:30:01,RETURNED,SOUTH,False,False
130,238,2024-03-10 16:38:32,DELIVERED,EAST,False,False
131,87,2024-12-13 04:33:14,DELIVERED,WEST,False,False
132,64,2023-04-27 05:52:57,RETURNED,SOUTH,False,False
133,323,2024-03-29 02:28:13,DELIVERED,EAST,False,False
134,240,2024-05-09 00:00:00,SHIPPED,CENTRAL,False,False
135,169,2023-06-19 06:48:06,SHIPPED,NORTH,False,False
136,213,2025-04-12 12:42:55,DELIVERED,NORTH,False,False
137,312,2023-05-21 11:08:06,DELIVERED,NORTH,False,False
138,336,2023-12-01 00:33:21,DELIVERED,EAST,False,False
139,307,2024-09-07 13:03:51,RETURNED,NORTH,False,False
140,570,2024-09-20 04:50:05,SHIPPED,WEST,False,False
141,144,2023-06-08 07:22:52,PLACED,SOUTH,False,False
142,411,2023-07-23 01:25:02,DELIVERED,NORTH,False,False
143,77,2025-06-23 00:00:00,PLACED,WEST,False,False
144,340,2023-07-20 01:41:49,RETURNED,NORTH,False,False
145,444,2023-09-18 23:05:29,DELIVERED,NORTH,False,False
146,177,2024-08-17 13:11:15,RETURNED,EAST,False,False
147,153,2024-03-10 00:00:00,DELIVERED,SOUTH,False,False
148,422,2025-10-02 12:17:16,DELIVERED,NORTH,False,False
149,430,2024-03-10 14:48:17,CANCELLED,CENTRAL,False,False
150,557,2024-01-23 00:54:05,RETURNED,EAST,False,False
151,497,2025-01-15 03:55:55,DELIVERED,EAST,False,False
152,27,2024-08-26 07:54:12,SHIPPED,EAST,False,False
153,484,2023-04-02 00:26:21,DELIVERED,SOUTH,False,False
154,247,2023-09-05 23:14:39,CANCELLED,NORTH,False,False
155,398,2023-12-07 20:15:24,CANCELLED,SOUTH,False,False
156,326,2023-10-01 13:29:51,DELIVERED,CENTRAL,False,False
157,361,2023-02-13 19:37:01,DELIVERED,CENTRAL,False,False
158,505,2023-10-20 09:51:34,SHIPPED,NORTH,False,False
159,225,2023-05-21 00:00:00,DELIVERED,EAST,False,False
160,134,2025-08-12 00:36:13,SHIPPED,EAST,False,False
161,,2023-04-03 12:24:26,RETURNED,NORTH,True,False
162,75,2025-03-28 13:41:42,RETURNED,WEST,False,False
163,310,2025-06-29 08:17:05,RETURNED,WEST,False,False
164,325,2025-09-20 01:33:48,RETURNED,CENTRAL,False,False
165,180,2024-07-08 07:25:14,DELIVERED,EAST,False,False
166,2,2023-07-17 19:53:28,RETURNED,WEST,False,False
167,,2025-05-31 13:17:26,RETURNED,CENTRAL,True,False
168,107,2023-12-10 03:34:18,PLACED,NORTH,False,False
169,328,2024-01-05 17:07:52,CANCELLED,NORTH,False,False
170,344,2025-11-06 20:19:35,SHIPPED,SOUTH,False,False
171,263,2025-12-12 19:28:38,DELIVERED,NORTH,False,False
172,430,2024-08-22 12:46:40,CANCELLED,WEST,False,False
173,385,2024-08-11 07:25:41,DELIVERED,CENTRAL,False,False
174,231,2025-10-08 05:54:15,PLACED,NORTH,False,False
175,,2024-04-03 02:59:24,PLACED,EAST,True,False
176,165,2023-09-22 05:58:53,DELIVERED,NORTH,False,False
177,495,2024-06-08 23:42:39,DELIVERED,SOUTH,False,False
178,161,2025-08-01 00:00:00,SHIPPED,SOUTH,False,False
179,554,2024-09-27 19:03:33,SHIPPED,SOUTH,False,False
180,,2023-05-30 00:00:17,CANCELLED,SOUTH,True,False
181,438,2023-03-26 16:05:17,CANCELLED,CENTRAL,False,False
182,27,2025-01-16 03:56:26,DELIVERED,NORTH,False,False
183,316,2025-01-05 15:59:36,DELIVERED,EAST,False,False
184,397,2023-05-22 13:49:44,CANCELLED,EAST,False,False
185,270,2023-10-17 20:18:58,SHIPPED,EAST,False,False
186,100,2025-05-26 12:38:15,SHIPPED,CENTRAL,False,False
187,233,2024-10-05 02:32:27,CANCELLED,CENTRAL,False,False
188,487,2024-10-12 07:44:05,SHIPPED,EAST,False,False
189,36,2023-05-03 15:39:27,RETURNED,CENTRAL,False,False
190,151,2025-11-18 12:19:52,DELIVERED,SOUTH,False,False
191,198,2023-09-17 16:21:17,DELIVERED,WEST,False,False
192,152,2023-11-10 16:05:46,SHIPPED,NORTH,False,False
193,407,2023-05-16 04:37:05,CANCELLED,CENTRAL,False,False
194,13,2024-12-12 17:20:15,DELIVERED,CENTRAL,False,False
195,154,2024-10-13 19:35:31,DELIVERED,NORTH,False,False
196,104,2023-06-14 02:21:05,CANCELLED,EAST,False,False
197,498,2024-09-30 07:05:27,DELIVERED,SOUTH,False,False
198,412,2024-03-03 00:00:00,CANCELLED,EAST,False,False
199,487,2025-12-08 16:13:07,CANCELLED,NORTH,False,False
200,311,2024-06-08 20:33:37,CANCELLED,NORTH,False,False
201,454,2023-12-21 02:52:06,SHIPPED,WEST,False,False
202,193,2025-07-28 19:15:24,RETURNED,WEST,False,False
203,383,2025-01-22 13:59:24,DELIVERED,SOUTH,False,False
204,519,2023-04-12 22:22:40,DELIVERED,CENTRAL,False,False
205,,2025-06-02 09:38:24,CANCELLED,NORTH,True,False
206,,2024-01-23 00:00:00,DELIVERED,SOUTH,True,False
207,476,2024-03-01 14:37:17,DELIVERED,NORTH,False,False
208,,2025-11-24 04:01:15,DELIVERED,SOUTH,True,False
209,359,2025-01-07 05:42:36,CANCELLED,EAST,False,False
210,29,2025-12-06 02:12:34,SHIPPED,CENTRAL,False,False
211,231,2023-11-29 22:22:33,SHIPPED,WEST,False,False
212,,2025-03-08 08:30:41,DELIVERED,NORTH,True,False
213,178,2025-01-06 11:37:29,PLACED,EAST,False,False
214,313,2025-08-03 00:42:13,DELIVERED,EAST,False,False
215,358,2024-10-20 08:39:45,SHIPPED,EAST,False,False
216,407,2025-11-17 23:42:09,PLACED,EAST,False,False
217,290,2025-05-22 04:38:18,PLACED,NORTH,False,False
218,333,2024-06-06 09:33:47,SHIPPED,EAST,False,False
219,247,2023-10-20 14:34:22,CANCELLED,CENTRAL,False,False
220,144,2024-09-19 17:52:52,DELIVERED,EAST,False,False
221,415,2024-02-08 00:06:44,PLACED,CENTRAL,False,False
222,228,2023-10-23 00:33:01,DELIVERED,WEST,False,False
223,308,2025-11-09 17:04:20,CANCELLED,CENTRAL,False,False
224,483,2023-10-09 09:14:03,SHIPPED,CENTRAL,False,False
225,344,2023-10-12 09:16:58,SHIPPED,SOUTH,False,False
226,340,2024-04-22 00:58:07,DELIVERED,WEST,False,False
227,598,2023-07-02 23:12:41,DELIVERED,WEST,False,False
228,391,2023-10-30 05:07:07,DELIVERED,SOUTH,False,False
229,351,2023-08-02 09:20:52,DELIVERED,WEST,False,False
230,185,2023-08-11 11:47:00,DELIVERED,SOUTH,False,False
231,5,2024-05-01 20:55:24,SHIPPED,SOUTH,False,False
232,502,2025-06-14 05:14:06,DELIVERED,SOUTH,False,False
233,440,2025-08-12 13:27:54,RETURNED,WEST,False,False
234,,2023-01-08 06:04:41,DELIVERED,NORTH,True,False
235,544,2024-05-15 12:58:34,DELIVERED,SOUTH,False,False
236,353,2023-12-18 11:47:49,PLACED,CENTRAL,False,False
237,67,2025-07-03 11:14:02,SHIPPED,EAST,False,False
238,537,2024-12-09 06:09:53,CANCELLED,SOUTH,False,False
239,502,2024-06-16 10:00:22,SHIPPED,WEST,False,False
240,135,2023-01-30 17:01:18,PLACED,CENTRAL,False,False
241,39,2023-09-20 12:12:28,DELIVERED,CENTRAL,False,False
242,,2025-08-26 00:08:54,DELIVERED,NORTH,True,False
243,427,2023-03-16 22:19:59,PLACED,EAST,False,False
244,211,2025-01-06 22:46:38,DELIVERED,EAST,False,False
245,533,2024-10-15 19:13:30,DELIVERED,SOUTH,False,False
246,108,2024-10-12 14:57:20,DELIVERED,EAST,False,False
247,510,2023-06-27 02:41:45,SHIPPED,EAST,False,False
248,367,2025-03-23 16:18:01,SHIPPED,NORTH,False,False
249,213,2025-05-01 12:05:39,DELIVERED,SOUTH,False,False
250,,2023-01-05 06:04:48,PLACED,CENTRAL,True,False
251,93,2025-11-05 06:56:43,PLACED,NORTH,False,False
252,468,2024-02-02 12:20:56,SHIPPED,WEST,False,False
253,179,2023-03-19 19:07:30,CANCELLED,EAST,False,False
254,119,2025-11-17 07:41:06,DELIVERED,NORTH,False,False
255,175,2023-01-16 00:36:37,CANCELLED,CENTRAL,False,False
256,96,2024-02-21 19:17:57,SHIPPED,NORTH,False,False
257,468,2024-09-14 14:04:07,DELIVERED,WEST,False,False
258,171,2024-10-17 03:36:00,DELIVERED,NORTH,False,False
259,495,2023-09-05 14:41:28,DELIVERED,SOUTH,False,False
260,368,2025-08-07 15:46:45,CANCELLED,SOUTH,False,False
261,116,2025-01-20 10:30:53,DELIVERED,NORTH,False,False
262,13,2024-02-11 09:38:04,DELIVERED,CENTRAL,False,False
263,347,2025-05-27 17:10:57,DELIVERED,CENTRAL,False,False
264,255,2023-05-28 22:53:03,DELIVERED,WEST,False,False
265,572,2023-08-19 22:14:22,DELIVERED,NORTH,False,False
266,518,2025-09-26 11:38:33,CANCELLED,SOUTH,False,False
267,329,2023-04-27 07:10:42,RETURNED,NORTH,False,False
268,388,2025-02-26 11:41:43,SHIPPED,WEST,False,False
269,459,2024-11-21 00:33:41,DELIVERED,EAST,False,False
270,19,2023-07-04 09:42:43,DELIVERED,CENTRAL,False,False
271,,2025-05-02 23:53:12,DELIVERED,CENTRAL,True,False
272,521,2025-09-17 09:08:38,DELIVERED,WEST,False,False
273,56,2024-06-13 11:57:56,CANCELLED,EAST,False,False
274,485,2025-05-20 03:56:13,DELIVERED,WEST,False,False
275,228,2023-06-27 00:00:00,DELIVERED,EAST,False,False
276,109,2025-04-30 00:00:00,SHIPPED,SOUTH,False,False
277,201,2024-09-27 16:28:58,RETURNED,WEST,False,False
278,196,2023-12-01 21:45:33,PLACED,WEST,False,False
279,127,2023-03-14 05:39:32,DELIVERED,CENTRAL,False,False
280,511,2025-02-22 00:00:00,DELIVERED,CENTRAL,False,False
281,495,2024-11-03 08:20:25,DELIVERED,SOUTH,False,False
282,132,2025-12-10 16:50:01,DELIVERED,CENTRAL,False,False
283,394,2024-05-14 23:12:18,DELIVERED,SOUTH,False,False
284,352,2024-03-01 00:23:37,DELIVERED,SOUTH,False,False
285,525,2023-08-03 15:43:26,DELIVERED,EAST,False,False
286,206,2025-05-09 23:00:59,DELIVERED,EAST,False,False
287,183,2025-11-10 11:54:32,DELIVERED,EAST,False,False
288,576,2023-06-29 06:37:10,DELIVERED,WEST,False,False
289,547,2025-11-13 09:37:08,CANCELLED,NORTH,False,False
290,391,2025-03-23 00:47:11,DELIVERED,SOUTH,False,False
291,165,2024-02-19 17:40:16,DELIVERED,SOUTH,False,False
292,303,2023-04-07 08:45:04,DELIVERED,EAST,False,False
293,576,2024-12-04 01:56:46,DELIVERED,CENTRAL,False,False
294,295,2024-08-27 02:44:44,PLACED,WEST,False,False
295,321,2024-08-25 01:05:04,PLACED,EAST,False,False
296,454,2023-11-12 11:38:25,RETURNED,EAST,False,False
297,202,2025-07-03 00:35:43,RETURNED,EAST,False,False
298,77,2024-11-28 05:01:59,SHIPPED,CENTRAL,False,False
299,439,2023-07-05 09:49:57,SHIPPED,SOUTH,False,False
300,6,2025-06-26 04:34:41,DELIVERED,SOUTH,False,False
301,331,2023-03-04 01:05:35,DELIVERED,CENTRAL,False,False
302,587,2025-10-25 05:03:20,PLACED,EAST,False,False
303,189,2025-03-27 04:08:52,DELIVERED,SOUTH,False,False
304,414,2024-10-08 03:02:26,SHIPPED,SOUTH,False,False
305,370,2025-10-27 10:54:06,RETURNED,CENTRAL,False,False
306,575,2025-04-04 02:25:56,RETURNED,NORTH,False,False
307,457,2023-06-28 05:08:39,DELIVERED,CENTRAL,False,False
308,329,2024-01-14 18:32:07,DELIVERED,NORTH,False,False
309,290,2024-08-22 00:00:00,DELIVERED,EAST,False,False
310,457,2025-03-09 22:49:53,SHIPPED,SOUTH,False,False
311,99,2024-05-12 14:07:30,RETURNED,CENTRAL,False,False
312,,2025-04-08 00:00:00,DELIVERED,SOUTH,True,False
313,107,2025-11-30 17:45:26,CANCELLED,WEST,False,False
314,74,2025-10-01 09:32:49,SHIPPED,WEST,False,False
315,,2024-05-30 00:00:00,SHIPPED,EAST,True,False
316,234,2025-05-16 22:53:14,DELIVERED,WEST,False,False
317,324,2025-09-06 00:00:00,DELIVERED,CENTRAL,False,False
318,65,2023-01-10 03:55:40,DELIVERED,NORTH,False,False
319,109,2024-07-09 16:01:39,DELIVERED,CENTRAL,False,False
320,449,2023-05-15 09:08:54,CANCELLED,NORTH,False,False
321,226,2025-01-06 07:32:29,DELIVERED,CENTRAL,False,False
322,148,2024-04-03 05:35:39,CANCELLED,EAST,False,False
323,569,2023-01-18 07:42:35,PLACED,CENTRAL,False,False
324,561,2025-07-15 20:54:23,SHIPPED,EAST,False,False
325,525,2023-11-25 22:07:31,SHIPPED,CENTRAL,False,False
326,186,2024-01-28 14:53:47,DELIVERED,NORTH,False,False
327,563,2025-05-02 00:00:00,DELIVERED,EAST,False,False
328,595,2023-06-02 13:15:03,SHIPPED,SOUTH,False,False
329,103,2025-11-08 19:42:45,PLACED,SOUTH,False,False
330,337,2024-05-08 15:55:06,SHIPPED,CENTRAL,False,False
331,374,2023-08-25 17:41:45,RETURNED,SOUTH,False,False
332,227,2023-01-08 12:08:44,DELIVERED,EAST,False,False
333,340,2024-07-12 10:36:34,DELIVERED,EAST,False,False
334,112,2024-04-19 12:48:50,DELIVERED,EAST,False,False
335,202,2023-08-06 11:38:25,CANCELLED,NORTH,False,False
336,520,2023-04-28 03:06:50,CANCELLED,CENTRAL,False,False
337,218,2024-09-21 08:30:27,DELIVERED,CENTRAL,False,False
338,153,2025-04-18 08:37:16,SHIPPED,CENTRAL,False,False
339,514,2024-03-28 01:14:06,DELIVERED,CENTRAL,False,False
340,170,2023-01-17 10:53:11,PLACED,SOUTH,False,False
341,580,2023-10-06 07:00:59,RETURNED,WEST,False,False
342,,2024-07-11 08:52:02,SHIPPED,EAST,True,False
343,212,2024-07-27 21:32:31,DELIVERED,WEST,False,False
344,48,2024-12-30 00:00:00,DELIVERED,NORTH,False,False
345,281,2025-12-29 05:11:20,SHIPPED,CENTRAL,False,False
346,388,2025-06-04 17:06:40,DELIVERED,NORTH,False,False
347,229,2025-03-13 14:35:20,DELIVERED,EAST,False,False
348,7,2025-01-26 07:30:52,PLACED,SOUTH,False,False
349,288,2023-12-24 06:40:38,SHIPPED,EAST,False,False
350,122,2025-07-24 04:56:33,DELIVERED,EAST,False,False
351,491,2023-06-26 01:34:22,DELIVERED,WEST,False,False
352,131,2023-02-04 20:50:56,SHIPPED,CENTRAL,False,False
353,151,2023-03-02 00:00:00,SHIPPED,SOUTH,False,False
354,578,2025-03-13 13:45:39,CANCELLED,EAST,False,False
355,483,2023-05-14 04:56:09,SHIPPED,WEST,False,False
356,597,2025-07-22 08:53:27,SHIPPED,CENTRAL,False,False
357,351,2024-02-15 22:02:47,DELIVERED,NORTH,False,False
358,136,2023-12-24 00:04:44,SHIPPED,CENTRAL,False,False
359,154,2025-11-29 03:04:55,SHIPPED,CENTRAL,False,False
360,,2025-07-20 18:40:45,DELIVERED,NORTH,True,False
361,134,2023-05-25 18:22:25,DELIVERED,NORTH,False,False
362,535,2025-11-20 02:31:35,CANCELLED,CENTRAL,False,False
363,494,2024-10-28 08:38:55,DELIVERED,CENTRAL,False,False
364,436,2025-12-18 07:08:31,DELIVERED,SOUTH,False,False
365,557,2023-05-11 04:56:45,SHIPPED,NORTH,False,False
366,533,2025-06-16 00:00:00,DELIVERED,EAST,False,False
367,159,2024-09-27 02:50:57,DELIVERED,EAST,False,False
368,375,2025-04-12 19:26:20,RETURNED,WEST,False,False
369,571,2023-11-13 10:15:00,DELIVERED,CENTRAL,False,False
370,315,2025-01-21 11:53:09,DELIVERED,WEST,False,False
371,122,2023-08-03 11:34:02,DELIVERED,SOUTH,False,False
372,411,2023-06-05 18:39:28,CANCELLED,CENTRAL,False,False
373,54,2025-12-18 20:11:01,RETURNED,NORTH,False,False
374,483,2023-05-22 12:01:42,DELIVERED,NORTH,False,False
375,82,2024-02-13 16:46:50,DELIVERED,WEST,False,False
376,294,2025-08-11 18:17:46,DELIVERED,SOUTH,False,False
377,11,2025-09-21 15:47:25,DELIVERED,CENTRAL,False,False
378,523,2024-03-20 07:05:44,SHIPPED,SOUTH,False,False
379,,2025-11-13 01:27:01,PLACED,SOUTH,True,False
380,410,2023-05-15 21:44:04,DELIVERED,CENTRAL,False,False
381,71,2023-11-08 04:06:44,DELIVERED,CENTRAL,False,False
382,284,2025-06-24 13:17:44,RETURNED,WEST,False,False
383,268,2024-09-19 12:35:19,DELIVERED,CENTRAL,False,False
384,349,2023-04-23 10:44:40,CANCELLED,EAST,False,False
385,589,2025-04-15 14:29:30,DELIVERED,WEST,False,False
386,250,2025-05-24 20:26:50,RETURNED,WEST,False,False
387,29,2025-11-24 19:41:28,SHIPPED,WEST,False,False
388,226,2025-09-11 08:37:26,SHIPPED,EAST,False,False
389,529,2024-10-02 16:21:16,DELIVERED,EAST,False,False
390,409,2024-01-21 15:42:52,CANCELLED,NORTH,False,False
391,488,2025-05-11 11:10:42,SHIPPED,CENTRAL,False,False
392,195,2024-02-22 23:52:20,SHIPPED,SOUTH,False,False
393,208,2024-02-17 07:01:46,CANCELLED,EAST,False,False
394,123,2023-08-31 07:56:10,DELIVERED,WEST,False,False
395,,2025-08-11 13:07:42,RETURNED,WEST,True,False
396,505,2024-07-30 15:12:35,CANCELLED,CENTRAL,False,False
397,524,2024-03-02 18:47:23,SHIPPED,CENTRAL,False,False
398,434,2023-07-19 05:21:20,DELIVERED,CENTRAL,False,False
399,179,2024-06-23 11:52:15,PLACED,CENTRAL,False,False
400,9,2024-12-15 00:00:00,SHIPPED,CENTRAL,False,False
401,266,2023-06-06 12:09:04,SHIPPED,EAST,False,False
402,352,2025-01-02 05:01:43,DELIVERED,SOUTH,False,False
403,382,2024-10-13 00:55:02,DELIVERED,WEST,False,False
404,590,2023-10-07 10:45:23,CANCELLED,EAST,False,False
405,391,2024-01-02 07:27:14,CANCELLED,SOUTH,False,False
406,181,2025-01-04 18:14:03,PLACED,CENTRAL,False,False
407,499,2025-04-09 12:18:49,DELIVERED,CENTRAL,False,False
408,168,2023-03-16 00:00:00,CANCELLED,WEST,False,False
409,343,2025-09-05 10:57:55,DELIVERED,CENTRAL,False,False
410,422,2024-02-05 08:18:18,CANCELLED,CENTRAL,False,False
411,552,2023-11-06 01:41:45,DELIVERED,EAST,False,False
412,500,2024-05-20 00:14:39,DELIVERED,NORTH,False,False
413,475,2024-08-14 23:21:23,PLACED,SOUTH,False,False
414,346,2025-09-22 02:34:39,DELIVERED,WEST,False,False
415,352,2023-04-21 19:54:00,SHIPPED,EAST,False,False
416,405,2024-02-20 12:05:36,DELIVERED,EAST,False,False
417,462,2025-06-30 17:57:18,SHIPPED,NORTH,False,False
418,258,2023-07-14 05:49:32,DELIVERED,NORTH,False,False
419,106,2023-11-24 02:40:27,RETURNED,WEST,False,False
420,407,2025-05-01 23:05:31,RETURNED,NORTH,False,False
421,87,2024-02-12 16:55:46,CANCELLED,EAST,False,False
422,291,2023-12-23 07:00:35,PLACED,CENTRAL,False,False
423,,2023-09-23 00:43:36,CANCELLED,EAST,True,False
